title,type,titlereleased,image_landscape,image_portrait,rating,quality,actors,director,category,imdb,runtime,netflixid,date_released,description,language
Ms. Pat: Y'all Wanna Hear Something Crazy? ,Movie,2022,https://www.whats-on-netflix.com/wp-content/uploads/covers/mspatyallwannahearsomethingcrazy.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/mspatyallwannahearsomethingcrazy.jpeg,TV-MA,,Ms. Pat,Robert Townsend,Stand-up,,54 mins,81275640,2022-02-08,"Ms. Pat finds laughter in the absurdities of parenting, pet lovers and very unfortunate lip trends as she unpacks a painful past with humor and honesty.",English
Mubarakan,Movie,2017,https://occ-0-114-116.1.nflxso.net/art/6c57d/ced88a0a71a4e6058fc085bede56a62e9dd6c57d.jpg,https://occ-0-114-116.1.nflxso.net/art/6c57d/ced88a0a71a4e6058fc085bede56a62e9dd6c57d.jpg,PG-13,SuperHD,"Anil Kapoor, Arjun Kapoor, Ileana D'Cruz, Athiya Shetty",Anees Bazmee,,5.6/10,153 minutes,80204460,2017-11-05,"Chaos ensues after two orphaned twin brothers raised apart team up with their eccentric, unmarried uncle to find a solution to their romantic woes.",Hindi
Mucho Mucho Amor: The Legend of Walter Mercado ,Movie,2020,https://occ-0-1722-1723.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaoFkkbcHJ23ZgjrGxD8oXR6eS2FU3FY2yHaVacTAq6vnwxKva-QJh9ff5rc106V7HK7iErqHWGEFmbHKaQHA0POCS4sjfJ20Tyw1ZVunP9km_nj-x2fg_fXkT4zig.jpg,https://occ-0-1722-1723.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaoFkkbcHJ23ZgjrGxD8oXR6eS2FU3FY2yHaVacTAq6vnwxKva-QJh9ff5rc106V7HK7iErqHWGEFmbHKaQHA0POCS4sjfJ20Tyw1ZVunP9km_nj-x2fg_fXkT4zig.jpg,TV-14,SuperHD,"Walter Mercado, Willy Acosta, Raul de Molina, Betty Benet Mercado","Cristina Costantini, Kareem Tabsch",Documentary,,96 min,81200204,2020-07-08,"Dazzling and tender-hearted, legendary astrologer Walter Mercado vanished at the peak of his fame. This documentary poignantly explains what happened.",English
Mudbound,Movie,2017,https://occ-0-114-116.1.nflxso.net/art/24cbf/b5cbfb1c4b0ac88770cafca10deb003f48d24cbf.jpg,https://occ-0-114-116.1.nflxso.net/art/24cbf/b5cbfb1c4b0ac88770cafca10deb003f48d24cbf.jpg,R,SuperHD,"Carey Mulligan, Jason Clarke, Mary J. Blige, Garrett Hedlund",Dee Rees,,7.4/10,135 minutes,80175694,2017-11-17,"Two Mississippi families -- one black, one white -- confront the brutal realities of prejudice, farming and friendship in a divided World War II era.",English
Mughizh ,Movie,2021,https://www.whats-on-netflix.com/wp-content/uploads/covers/mughizh.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/mughizh.jpeg,TV-PG,,"Vijay Sethupathi, Regina Cassandra, Shreeja Vijay Sethupathi",Karthik Swaminathan,Drama,,59 mins,81471154,2021-11-08,"To help his daughter with a fear of dogs, a father brings home a pup. But when tragedy strikes, the whole family must learn to overcome grief together.",Tamil
Mujeres arriba ,Movie,2019,https://occ-0-1722-1723.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWeQWt-DQHVZkYs7W5s9WN-UGWZ9zTqdabbknZvZzRD5kUWLnTfdSspmUJt-h4kalSzYGQa00OYqaw70YU8SBIxa7EPV.jpg,https://occ-0-1722-1723.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWeQWt-DQHVZkYs7W5s9WN-UGWZ9zTqdabbknZvZzRD5kUWLnTfdSspmUJt-h4kalSzYGQa00OYqaw70YU8SBIxa7EPV.jpg,TV-14,SuperHD,"Loretto Bernal, Natalia Valdebenito, Alison Mandel, Matías Assler",Andres Feddersen,Comedy,0,100 min,81191053,2020-05-22,"A trio of best friends -- a carefree bachelorette, a passionate mom and a perfectionist girlfriend -- try to spice up their sex lives with their partners.",Spanish
Mukhsin ,Movie,2006,https://www.whats-on-netflix.com/wp-content/uploads/covers/mukhsin.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/mukhsin.jpeg,TV-PG,SuperHD,"Mohd Syafie Naswip, Sharifah Aryana, Salehuddin Abu Bakar, Yasmin Ahmad",Yasmin Ahmad,"Comedy, Drama, Family",,95 min,70100560,2020-12-18,"When young Mukhsin arrives in a new town, 10-year-old tomboy Orked adopts him as her new best friend, and the two develop a touching friendship that begins to spill over into the inklings of first love.",Malay
Mumbai Cha Raja,Movie,2012,https://occ-0-116-114.1.nflxso.net/art/11f2a/bcabc8ac0597f16455889929f5c3c8292da11f2a.jpg,https://occ-0-116-114.1.nflxso.net/art/11f2a/bcabc8ac0597f16455889929f5c3c8292da11f2a.jpg,TV-MA,SuperHD,"Rahul Bairagi, Arbaaz Khan, Tejas Parvatkar, Dhanshree Jain",Manjeet Singh,,6.5/10,76 minutes,70260514,2016-11-15,"This coming-of-age tale follows Rahul, a young boy growing up in a Mumbai slum whose alcoholic father abuses him and his mother.",Hindi
Mumbai Delhi Mumbai,Movie,2014,https://occ-0-1722-1723.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQNYhaS1MIEBJijBIhtjYEaeOPDp4ditcn8wbeC-2IGua-O2w98Iyok1xaweOXpWLTdQqAziybJRGOx4wPCmi-4PC-ou.jpg,https://occ-0-1722-1723.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQNYhaS1MIEBJijBIhtjYEaeOPDp4ditcn8wbeC-2IGua-O2w98Iyok1xaweOXpWLTdQqAziybJRGOx4wPCmi-4PC-ou.jpg,TV-MA,SuperHD,"Shiv Pandit, Piaa Bajpai",Satish Rajwade,"Comedies
                  International Movies
                  Romantic Movies",5.8/10,107 minutes,80165857,2017-05-01,"In Delhi for the first time, a Mumbai girl loses her phone but gets a surprise chance at true love with a local boy who begrudgingly helps her.",Hindi
Munafik 2,Movie,2018,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABcIH7yofsIC6m_KN0l7ZQSjMK4pfarJJXsBY116Nlui8iUgCk21IshZx0SIvBaVHynyGRPnbrmf3wozffVM3tXvSNuC-9W8e3vz-4a9ygf8_6HvsPJmJFQFNyS-tjA.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABcIH7yofsIC6m_KN0l7ZQSjMK4pfarJJXsBY116Nlui8iUgCk21IshZx0SIvBaVHynyGRPnbrmf3wozffVM3tXvSNuC-9W8e3vz-4a9ygf8_6HvsPJmJFQFNyS-tjA.jpg,TV-MA,SuperHD,"Syamsul Yusof, Maya Karin, Nasir Bilal Khan, Rahim Razali",Syamsul Yusof,,6.3/10,104 minutes,81049260,2019-05-01,"Haunted by terrifying visions, a Muslim healer finds his faith tested when he helps a woman locked in battle, body and soul, with a diabolical leader.",Malay
Mundina Nildana ,Movie,2019,https://www.whats-on-netflix.com/wp-content/uploads/covers/mundinanildana.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/mundinanildana.jpeg,TV-MA,SuperHD,"Praveen Tej, Radhika Narayan, Ananya Kashyap, Ajay Raj",Vinay Bharadwaj,"Comedy, Drama, Romance",,106 min,81412240,2021-02-11,"As three young professionals chase their wildly different dreams, their relationships with each other indelibly impact their journeys of self-discovery.",Kannada
Munich – The Edge of War ,Movie,2021,https://www.whats-on-netflix.com/wp-content/uploads/covers/munichtheedgeofwar.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/munichtheedgeofwar.jpeg,PG-13,,"George MacKay, Jannis Niewöhner, Jeremy Irons",Christian Schwochow,"Biography, Drama, History",,123 min,81144852,2022-01-21,"At the tense 1938 Munich Conference, former friends who now work for opposing governments become reluctant spies racing to expose a Nazi secret.",English
Muqaddar ka Faisla,Movie,1987,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUdEkS4TEGOyvGEv-4Fs_NDiFG7WOrcHyT3G08CSMCaTVlU1mTE1TALietMf21HXLcxjZ6b3P7iPNJCVSQuuIehfTgCv.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUdEkS4TEGOyvGEv-4Fs_NDiFG7WOrcHyT3G08CSMCaTVlU1mTE1TALietMf21HXLcxjZ6b3P7iPNJCVSQuuIehfTgCv.jpg,TV-14,SuperHD,"Raaj Kumar, Rakhee Gulzar, Raj Babbar, Tina Munim",Prakash Mehra,,5.3/10,171 minutes,60002082,2020-04-01,God-fearing Pandit Krishna Kant loses everything and turns to a life of crime after his landlord tries to rape his wife and tears his family apart.,Hindi
Murder by the Coast ,Movie,2021,https://www.whats-on-netflix.com/wp-content/uploads/covers/murderbythecoast.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/murderbythecoast.jpeg,TV-MA,,N/A,Tània Balló,"Documentary, Crime, History, Mystery",,88 min,81179778,2021-06-23,"In 1999, teen Rocío Wanninkhof is murdered. Her mother's ex-partner, Dolores Vázquez, is suspected. Did she do it? A second victim reveals the truth.",Spanish
Murder Mystery,Movie,2019,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABfbRMN0TkSNpjFQTKmg65RkY8bhioFHuUpgI5ePHSR4XROm49MXQudH9o3TkbxVsqI4Ny9axus4OQSEn-BaRplYLownK77EdvDsH-rBKhPpgbkAwNQvO.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABfbRMN0TkSNpjFQTKmg65RkY8bhioFHuUpgI5ePHSR4XROm49MXQudH9o3TkbxVsqI4Ny9axus4OQSEn-BaRplYLownK77EdvDsH-rBKhPpgbkAwNQvO.jpg,PG-13,SuperHD,"Adam Sandler, Jennifer Aniston, Luke Evans, Gemma Arterton",Kyle Newacheck,,6.0/10,97 minutes,80242619,2019-06-14,"On a long-awaited trip to Europe, a New York City cop and his hairdresser wife scramble to solve a baffling murder aboard a billionaire's yacht.",English
Murder to Mercy: The Cyntoia Brown Story,Movie,2020,https://occ-0-1722-1723.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdPOXxRXibST0aNqzM-IGXwohia-oSHQDECsfMic3QefncySvpOTvT7ZkEToJXQmJx7Q0m2mmfTIZxj_7A9-l43Y7fHiyk_svxcJ9n74BorqYjsHErlCs4-pu5Upuw.jpg,https://occ-0-1722-1723.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdPOXxRXibST0aNqzM-IGXwohia-oSHQDECsfMic3QefncySvpOTvT7ZkEToJXQmJx7Q0m2mmfTIZxj_7A9-l43Y7fHiyk_svxcJ9n74BorqYjsHErlCs4-pu5Upuw.jpg,TV-MA,SuperHD,,,,6.3/10,97 minutes,81074065,2020-04-29,"After 16-year-old Cyntoia Brown is sentenced to life in prison, questions about her past, physiology and the law itself call her guilt into question.",English
Music Teacher,Movie,2019,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABcyEEdvzepcJ0NdyeBrCrHuMLE6mZ7g9cN7XewHyPFbz_RAluJQjrapVc4nWWTGuIGTdq2bkBds5LH9qqsZD1ofgXSry6Ts9pg.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABcyEEdvzepcJ0NdyeBrCrHuMLE6mZ7g9cN7XewHyPFbz_RAluJQjrapVc4nWWTGuIGTdq2bkBds5LH9qqsZD1ofgXSry6Ts9pg.jpg,TV-14,SuperHD,"Manav Kaul, Amrita Bagchi, Divya Dutta, Neena Gupta",Sarthak Dasgupta,,6.4/10,101 minutes,81033430,2019-04-19,A dejected small-town music teacher grapples with guilt and regret when his ex-pupil who once loved him returns home as the star he always wanted to be.,Hindi
Must Be... Love ,Movie,2013,https://www.whats-on-netflix.com/wp-content/uploads/covers/mustbelove.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/mustbelove.jpeg,TV-14,SuperHD,"Kathryn Bernardo, Daniel Padilla, Liza Soberano, John Estrada",Dado C. Lumibao,"Comedy, Romance",,100 min,81334890,2020-12-03,"When a teenage girl develops romantic feelings for her childhood best friend, she finds herself changing her ways to win him over.",Filipino
Mustang Island,Movie,2017,https://occ-0-114-116.1.nflxso.net/art/885ad/c24e8e2ae2b8db7f58c33d87f508d814147885ad.jpg,https://occ-0-114-116.1.nflxso.net/art/885ad/c24e8e2ae2b8db7f58c33d87f508d814147885ad.jpg,TV-14,SuperHD,"Macon Blair, Lee Eddy, John Merriman, Byron Brown",Craig Elrod,,6.1/10,86 minutes,80198056,2018-01-02,"After being dumped on New Year's Eve, Bill pursues his ex-girlfriend to an off-season Gulf Coast beach town, but things get complicated along the way.",English
Mute,Movie,2018,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVUxzXK6DNdhEqcgpHvp4C_mkiFgqrNiMz67Z1QX_YPLht9bNaKxMmzt5WLj36r_owf5NuUZhekwz4ItKnXWEW_vN58g2k_RFlrqsFR1xDSfxxEtQT_vcta_g-LvfQ.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVUxzXK6DNdhEqcgpHvp4C_mkiFgqrNiMz67Z1QX_YPLht9bNaKxMmzt5WLj36r_owf5NuUZhekwz4ItKnXWEW_vN58g2k_RFlrqsFR1xDSfxxEtQT_vcta_g-LvfQ.jpg,TV-MA,SuperHD,"Alexander Skarsgård, Paul Rudd, Justin Theroux",Duncan Jones,,5.4/10,126 minutes,80119233,2018-02-23,"When his girlfriend vanishes, a mute man ventures into a near-future Berlin's seamy underworld, where his actions speak louder than words.",English
Muthu ,Movie,1995,https://www.whats-on-netflix.com/wp-content/uploads/covers/muthu.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/muthu.jpeg,TV-PG,,"Rajinikanth, Meena, Sarath Babu",K.S. Ravikumar,"Action, Comedy, Drama",,132 min,27752030,2021-10-13,"A landowner and his worker fall for the same woman, setting the stage for a love triangle, a murder plot and a resurgence of secrets from the past.",Hindi
Mutiny of the Worker Bees ,Movie,2020,https://occ-0-1722-1723.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABY2SdFv7nd7v58UCoALayBzhG6p1af67JQYkruraLeMMi2PHrpxZ5eeN1xL8izoCUg15Gdx1bVMHnOiq7iCAIUll2TDEUM-SnUaM5-plSPUtFek0abcvc_SntAuXUQ.jpg,https://occ-0-1722-1723.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABY2SdFv7nd7v58UCoALayBzhG6p1af67JQYkruraLeMMi2PHrpxZ5eeN1xL8izoCUg15Gdx1bVMHnOiq7iCAIUll2TDEUM-SnUaM5-plSPUtFek0abcvc_SntAuXUQ.jpg,TV-MA,SuperHD,"Gustavo Egelhaaf, Alejandro Suárez, Bárbara de Regil, Mauricio Argüelles",Carlos Morett,Comedy,3.8/10,,80990342,2020-05-20,"When Omar's grandfather forces him to get a job at a tech company in Mexico City, he meets a quirky ensemble of nine-to-fivers ... and some nemeses.",Spanish
Muzaffarnagar Baaqi Hai,Movie,2015,https://occ-0-1722-1723.1.nflxso.net/art/e9f16/594934eb11222f6d4c886e94d462b333758e9f16.jpg,https://occ-0-1722-1723.1.nflxso.net/art/e9f16/594934eb11222f6d4c886e94d462b333758e9f16.jpg,TV-MA,SuperHD,,Nakul Singh Sawhney,,7.0/10,136 minutes,81035103,2018-11-15,"Through interviews with locals, this documentary investigates the triggers and outcomes of the 2013 communal riots in the heart of Uttar Pradesh.",Hindi
My Amanda ,Movie,2021,https://www.whats-on-netflix.com/wp-content/uploads/covers/myamanda.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/myamanda.jpeg,TV-14,,"Alessandra de Rossi, Piolo Pascual",Alessandra de Rossi,"Drama, Romance",,89 min,81408702,2021-07-15,"Two unusually close friends share every aspect of their lives together. As their lives evolve, their bond remains the only constant.",Filipino
My Amnesia Girl ,Movie,2010,https://www.whats-on-netflix.com/wp-content/uploads/covers/myamnesiagirl.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/myamnesiagirl.jpeg,TV-14,SuperHD,"John Lloyd Cruz, Toni Gonzaga, Carlos Agassi, Ketchup Eusebio",Cathy Garcia-Molina,Comedy,,110 min,81334871,2020-11-19,"Years after leaving his bride-to-be at the altar, a man crosses paths with his ex and tries to make up for the past, only to find he's been forgotten.",Filipino
My Beautiful Broken Brain,Movie,2016,https://occ-0-114-116.1.nflxso.net/art/225f5/17c1e7f8f1628ca423f0ffbb3c7825ea798225f5.jpg,https://occ-0-114-116.1.nflxso.net/art/225f5/17c1e7f8f1628ca423f0ffbb3c7825ea798225f5.jpg,TV-14,SuperHD,"Sophie Robinson, Lotje Sodderland","Sophie Robinson, Lotje Sodderland",,7.1/10,84 minutes,80049951,2016-03-18,"After suffering a stroke at age 34, a woman documents her struggles, setbacks and eventual breakthrough as she relearns to speak, read and write.",English
My Best Friend Anne Frank ,Movie,2021,https://www.whats-on-netflix.com/wp-content/uploads/covers/mybestfriendannefrank.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/mybestfriendannefrank.jpeg,TV-14,,"Aiko Beemsterboer, Roeland Fernhout, Josephine Arendsen",Ben Sombogaart,Drama,,103 min,81248111,2022-02-01,"Based on the real-life friendship between Anne Frank and Hannah Goslar, from Nazi-occupied Amsterdam to their harrowing reunion in a concentration camp.",Dutch
My Birthday Song,Movie,2018,https://occ-0-114-116.1.nflxso.net/art/4ba1a/ac40f98e6d6bcd40fb68a414106502b1d8b4ba1a.jpg,https://occ-0-114-116.1.nflxso.net/art/4ba1a/ac40f98e6d6bcd40fb68a414106502b1d8b4ba1a.jpg,TV-14,SuperHD,"Sanjay Suri, Nora Fatehi, Zenia Starr, Ayaz Khan",Samir Soni,,5.5/10,91 minutes,81002211,2018-07-01,"After a wild night of impulse and infidelity, advertising executive Rajiv Kaul must navigate the blurred lines between life, death, fact and fiction.",Hindi
My Bride ,Movie,2021,https://www.whats-on-netflix.com/wp-content/uploads/covers/mybride.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/mybride.jpeg,TV-PG,,"Jamila Awad, Sherief El Desouky, Mahmoud El-Bezzawy",Mohamed Bakir,"Comedy, Drama, Romance",,95 min,81435720,2022-02-13,"After her arranged marriage falls through, a young woman crosses paths with a free-spirited party planner and sparks fly but he must now earn her trust.",Arabic
"My Brother, My Sister ",Movie,2021,https://www.whats-on-netflix.com/wp-content/uploads/covers/mybrothermysister.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/mybrothermysister.jpeg,TV-MA,,"Caterina Murino, Alessandro Preziosi, Ludovica Martino",Roberto Capucci,Drama,,110 min,81326146,2021-10-08,"When their father's will forces them to live together, siblings Nik and Tesla -- and Tesla's kids -- try to overcome their differences to become a family.",Italian
My Dad's Christmas Date ,Movie,2020,https://www.whats-on-netflix.com/wp-content/uploads/covers/mydadschristmasdate.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/mydadschristmasdate.jpeg,TV-MA,,"Jeremy Piven, Olivia-Mai Barrett, Hadar Cats",Mick Davis,Comedy,,91 min,81350088,2021-11-01,A savvy 16-year-old attempts to play matchmaker among the mistletoe when she secretly sets up online dates for her widowed dad during the holidays.,English
My Daughter's Killer ,Movie,2022,https://www.whats-on-netflix.com/wp-content/uploads/covers/mydaughterskiller.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/mydaughterskiller.jpeg,TV-MA,,N/A,Antoine Tassin,"Documentary, Crime",,83 min,81353946,2022-07-12,A father fights for decades to bring his daughter's killer to justice in France and Germany before taking extreme measures. A true crime documentary.,French
My Ex & Whys,Movie,2017,https://occ-0-1723-1722.1.nflxso.net/art/65239/30370779f29fc79494f2ebb2ab5c00ffb1e65239.jpg,https://occ-0-1723-1722.1.nflxso.net/art/65239/30370779f29fc79494f2ebb2ab5c00ffb1e65239.jpg,TV-14,SuperHD,"Liza Soberano, Enrique Gil, Joey Marquez, Cai Cortez",Cathy Garcia-Molina,,6.2/10,120 minutes,80175332,2019-02-26,"Popular blogger Cali is hired for a marketing campaign alongside another viral sensation: her ex-boyfriend Gio, who's intent on winning her back.",Filipino
My Failing Eyesight,Movie,2003,https://www.whats-on-netflix.com/wp-content/uploads/covers/myfailingeyesight.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/myfailingeyesight.jpeg,TV-PG,SuperHD,"M. Rajoli, Kartina Aziz, Yuhang Ho, Norkhiriah",Yasmin Ahmad,"Family, Drama",,90 min,81354215,2020-12-18,"A free-spirited couple leave the city to retire in the country. But when they're swindled by a relative, life in the countryside loses its luster.",Malay
My Father is a Playboy,Movie,2022,https://www.whats-on-netflix.com/wp-content/uploads/covers/myfatherisaplayboy.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/myfatherisaplayboy.jpeg,TV-14,,"Tien Luat, Huynh Phuong, Bao Thi",Huynh Dong,"Comedy, Family",,88 min,81623689,2022-10-30,A ladies' man is forced to change his ways when he's suddenly saddled with the daughter he never knew about.,Vietnamese
My Father's Dragon ,Movie,2022,https://www.whats-on-netflix.com/wp-content/uploads/covers/myfathersdragon.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/myfathersdragon.jpeg,PG,,"Charlyne Yi, Judy Greer, Dianne Wiest",Nora Twomey,"Animation, Adventure, Comedy",,99 min,80178603,2022-11-11,"A young boy leaves the city of Nevergreen and journeys to the mysterious Wild Island, where he finds ferocious beasts -- and the friendship of a lifetime.",English
My Father's Violin,Movie,2022,https://www.whats-on-netflix.com/wp-content/uploads/covers/myfathersviolin.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/myfathersviolin.jpeg,TV-14,,"Gülizar Nisa Uray, Engin Altan Düzyatan, Belçim Bilgin",Andaç Haznedaroglu,Drama,,112 min,81346323,2022-01-21,"Through their shared grief and connection to music, an orphaned girl bonds with her emotionally aloof, successful violinist uncle.",Turkish
My Fuhrer,Movie,2007,https://occ-0-114-116.1.nflxso.net/art/7b228/b79ee3c1949119e835668b0ae376d973b8f7b228.jpg,https://occ-0-114-116.1.nflxso.net/art/7b228/b79ee3c1949119e835668b0ae376d973b8f7b228.jpg,TV-14,SuperHD,"Helge Schneider, Ulrich Mühe, Sylvester Groth, Adriana Altaras",Dani Levy,,5.5/10,91 minutes,70118125,2018-05-07,Germany's most celebrated actor is commissioned by Nazi propagandist Joseph Goebbels to prepare the leader of the Third Reich to deliver a speech.,German
My Girl,Movie,1991,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABb85slGL_ghwIlMqyN73F26_SBpsSfYiIjovWcQ6yV0OntEJIjNeBPD_SfM0kPGJWEby4tUsQPgubnaI9mIg1s-8Si4U.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABb85slGL_ghwIlMqyN73F26_SBpsSfYiIjovWcQ6yV0OntEJIjNeBPD_SfM0kPGJWEby4tUsQPgubnaI9mIg1s-8Si4U.jpg,PG-13,SuperHD,"Dan Aykroyd, Jamie Lee Curtis, Macaulay Culkin, Anna Chlumsky",Howard Zieff,,6.9/10,102 minutes,786137,2020-01-01,This coming-of-age charmer follows a summer in the life of an 11-year-old girl who learns about love and loss as she grapples with profound changes.,English
My Heroes Were Cowboys ,Movie,2021,https://www.whats-on-netflix.com/wp-content/uploads/covers/myheroeswerecowboys.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/myheroeswerecowboys.jpeg,PG,,"Kate Wiltshire, Patrick Wiltshire, Robin Wiltshire",Tyler Greco,"Documentary, Short",,22 min,81183637,2021-09-16,"Robin Wiltshire's painful childhood was rescued by Westerns. Now he lives on the frontier of his dreams, training the horses he loves for the big screen.",English
My Little Pony Equestria Girls: Legend of Everfree,Movie,2016,https://occ-0-114-116.1.nflxso.net/art/19293/f010f639db2783d9bc45fc49973dd8cb26c19293.jpg,https://occ-0-114-116.1.nflxso.net/art/19293/f010f639db2783d9bc45fc49973dd8cb26c19293.jpg,TV-Y7,SuperHD,"Tara Strong, Rebecca Shoichet, Ashleigh Ball, Andrea Libman",Ishi Rudell,,6.4/10,73 minutes,80107372,2016-10-01,"The Equestria Girls, human teen counterparts to My Little Pony characters, head to Camp Everfree, where they need a little magic to help save summer.",English
My Little Pony: A New Generation ,Movie,2021,https://www.whats-on-netflix.com/wp-content/uploads/covers/mylittleponyanewgeneration.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/mylittleponyanewgeneration.jpeg,PG,,"James Marsden, Vanessa Hudgens, Jane Krakowski","Robert Cullen, José Luis Ucha, Mark Fattibene","Animation, Adventure, Comedy",,90 min,81424207,2021-09-24,"Equestria's divided. But a bright-eyed hero believes Earth Ponies, Pegasi and Unicorns should be pals -- and, hoof to heart, she's determined to prove it.",English
My Little Pony: A New Generation: Sing-Along ,Movie,2021,https://www.whats-on-netflix.com/wp-content/uploads/covers/mylittleponyanewgenerationsingalong.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/mylittleponyanewgenerationsingalong.jpeg,PG,,"Vanessa Hudgens, Kimiko Glenn, James Marsden","Robert Cullen, José Luis Ucha, Mark Fattibene","Animation, Adventure, Comedy",,90 min,81597959,2022-07-20,"A young pony makes a herd of new friends on a quest to bring magic back to her world in this sing-along version of ""My Little Pony: A New Generation.""",English
My Little Pony: Happy Birthday to You!,Movie,2017,https://occ-0-116-114.1.nflxso.net/art/d356d/0a41abf94b350bdbd0de79e15bf1370b967d356d.jpg,https://occ-0-116-114.1.nflxso.net/art/d356d/0a41abf94b350bdbd0de79e15bf1370b967d356d.jpg,TV-Y,SuperHD,,,,,1 minutes,80191510,2017-09-14,"Did somepony say ""birthday""? Fluttershy and Pinkie Pie have a special party prepared just for you. Happy birthday from all of Equestria!",English
My Mom is a Minister,Movie,2021,https://www.whats-on-netflix.com/wp-content/uploads/covers/mymomisaminister.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/mymomisaminister.jpeg,TV-PG,,"Bushra, Mahmoud Ellisy, Nour Ehab, Selim Hani, Yassin Amir, Reham Elshanawany",Ahmed Nour,Comedy,,102 mins,81435727,2022-10-28,An ambitious mother struggles to maintain a healthy work-life balance between her demanding career and her three rambunctious children.,Arabic 
My Mother's Wound ,Movie,2016,https://www.whats-on-netflix.com/wp-content/uploads/covers/mymotherswound.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/mymotherswound.jpeg,TV-MA,SuperHD,"Sabina Ajrula, Bora Akkas, Belçim Bilgin, Igor Borojevic","Ozan Açiktan, Ozan Açiktan","Drama, Mystery, War",,120 min,81314929,2020-09-25,"After leaving the orphanage where he was raised, a teen searches for his family only to find work at a farm, where secrets of the past begin to surface.",Turkish
