title,type,titlereleased,image_landscape,image_portrait,rating,quality,actors,director,category,imdb,runtime,netflixid,date_released,description,language
Somewhere Between,TV,2017,https://occ-0-114-116.1.nflxso.net/art/f4a88/3e27ef6d74fb650db17780eafca35ab689cf4a88.jpg,https://occ-0-114-116.1.nflxso.net/art/f4a88/3e27ef6d74fb650db17780eafca35ab689cf4a88.jpg,TV-14,SuperHD,"Paula Patton, Devon Sawa, JR Bourne, Aria Birch",,,6.2/10,,80173623,2018-06-30,"A local news producer is given one chance to relive a deadly week and stop a serial killer. If she fails, she'll lose her daughter forever.",English
Somewhere Only We Know,TV,2019,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABU1ZvcPqiFNFdhETpg6P6dF01aNJligi-L73lvQAMyjUK-qqIZRnFSw-wVECVLfBZn8ELkCfcbu-XWue7s_np1eEGq3pFjI_4A.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABU1ZvcPqiFNFdhETpg6P6dF01aNJligi-L73lvQAMyjUK-qqIZRnFSw-wVECVLfBZn8ELkCfcbu-XWue7s_np1eEGq3pFjI_4A.jpg,TV-MA,SuperHD,"Zhang Chao, Li Tingting, Chen Bohao, Sun Jialing",,,7.7/10,,81108280,2019-06-15,A language major bickers with -- and falls for -- a doctoral student as she navigates the ups and downs of love and friendship with college classmates.,Mandarin
Somos. ,TV,2021,https://www.whats-on-netflix.com/wp-content/uploads/covers/somos.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/somos.jpeg,TV-MA,,"Mercedes Hernández, Jesús Sida, Jero Medina, Armando Silva, Jimena Pagaza, Antonio López Torres",,"Biography, Drama, Music",,104 min,81008489,2021-06-30,"The lives of the people of Allende, a Mexican border town, are overtaken by a powerful cartel's operations, leading to tragedy. Inspired by true events.",Portuguese
Song Exploder ,TV,,https://www.whats-on-netflix.com/wp-content/uploads/covers/songexploder.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/songexploder.jpeg,TV-MA,SuperHD,Hrishikesh Hirway,,"Documentary, Music",,,80992997,2020-10-02,Get inspired as musicians dig deep into the creative process of songwriting and reveal their intimate thoughts in a series based on the hit podcast.,English
Sonic Prime ,TV,2022–,https://www.whats-on-netflix.com/wp-content/uploads/covers/sonicprime.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/sonicprime.jpeg,TV-Y7,,"Deven Christian Mack, Ashleigh Ball, Brian Drummond",N/A,"Animation, Action, Adventure",,N/A,81294811,2022-12-15,"When an explosive battle with Dr. Eggman shatters the universe, Sonic races through parallel dimensions to reconnect with his friends and save the world.",English
Sonic X,TV,2003,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABVPerm-NAuR7cHf7wPlHcQEmhPuQnuOBUVqXDE30rHrZvFQ91RKfUGf-DLrRK0CS0UZ-NTx9ISpgoNNqDEcjcZDCjsfcDBei29DGlGFegVyXaq9-3xnhdRDpBe8m9oqRDMY.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABVPerm-NAuR7cHf7wPlHcQEmhPuQnuOBUVqXDE30rHrZvFQ91RKfUGf-DLrRK0CS0UZ-NTx9ISpgoNNqDEcjcZDCjsfcDBei29DGlGFegVyXaq9-3xnhdRDpBe8m9oqRDMY.jpg,TV-Y7,SuperHD,"Junichi Kanemaru, Sanae Kobayashi, Ryo Hirohashi, Taeko Kawata",,,6.1/10,,81172267,2019-12-01,"A mission gone awry transports Sonic the Hedgehog, his friends, Dr. Eggman and the Chaos Emeralds to another dimension: Earth.",English
Sophie: A Murder in West Cork ,TV,2021,https://www.whats-on-netflix.com/wp-content/uploads/covers/sophieamurderinwestcork.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/sophieamurderinwestcork.jpeg,TV-14,,,John Dower,"Documentary, Crime, History",,N/A,81094755,2021-06-30,A shocking murder in rural Ireland sets off an increasingly convoluted quest for justice that spans decades and cuts across national borders.,English
Southern Survival ,TV,,https://occ-0-1722-1723.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQcjdpcBvFNfm-koWwx1nopbLKOYxj4oyy5L0-AWX8ZeYvO2UUVY7M87r4Nn8FQHkLVrOPxbnx92Np60ThOC0iCI67Pkt4DO2Yf7ptUgCJhKMT3vSKq6_P0PIyZ2LA.jpg,https://occ-0-1722-1723.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQcjdpcBvFNfm-koWwx1nopbLKOYxj4oyy5L0-AWX8ZeYvO2UUVY7M87r4Nn8FQHkLVrOPxbnx92Np60ThOC0iCI67Pkt4DO2Yf7ptUgCJhKMT3vSKq6_P0PIyZ2LA.jpg,TV-PG,SuperHD,,,Reality TV,,,81060576,2020-07-03,"The BattlBox crew tests out products designed to help people survive dangerous situations, including explosions, natural disasters and intruders.",English
Space Force ,TV,2020,https://occ-0-1722-1723.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdU-qvT1get5c9W78m8rk7UC4VZWQfyt5i8bETqcXPKeJmlyA7UV22-uYoe6_fYp0-cQiaakVkec7L4Hx67BDuW39aQrklGgdjRqXeZnsaRa6YPvxzFXpPkei6vIfw.jpg,https://occ-0-1722-1723.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdU-qvT1get5c9W78m8rk7UC4VZWQfyt5i8bETqcXPKeJmlyA7UV22-uYoe6_fYp0-cQiaakVkec7L4Hx67BDuW39aQrklGgdjRqXeZnsaRa6YPvxzFXpPkei6vIfw.jpg,TV-MA,SuperHD,"Steve Carell, Owen Daniels, Noah Emmerich, John Malkovich",,Comedy,7.6/10,30 min,81021929,2020-05-29,A four-star general begrudgingly teams up with an eccentric scientist to get the U.S. military's newest agency -- Space Force -- ready for lift-off.,English
Spark,TV,2016,https://occ-0-116-114.1.nflxso.net/art/ac10b/35c83d5b03c2436eb7009d6b7de1c6beaaaac10b.jpg,https://occ-0-116-114.1.nflxso.net/art/ac10b/35c83d5b03c2436eb7009d6b7de1c6beaaaac10b.jpg,TV-PG,SuperHD,"Jong-chan Na, Nam Bo-ra, Joo Da-young, Yeo One",,,6.9/10,,80158803,2017-02-15,A young woman's life gets a jump-start after she and a musical genius are both struck by the same falling star. But will the side effects derail love?,Korean
Sparking Joy with Marie Kondo,TV,2021–,https://www.whats-on-netflix.com/wp-content/uploads/covers/sparkingjoywithmariekondo.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/sparkingjoywithmariekondo.jpeg,TV-PG,,Marie Kondo,N/A,Reality-TV,,41 mins,81231940,2021-08-31,"In this reality series, Marie Kondo brings her joyful tidying tactics to people struggling to balance work and home life -- and shares her own world.",English
Sparta,TV,2018,https://occ-0-1723-1722.1.nflxso.net/art/30944/ec8d3217c96e24fb416430839b44696d59b30944.jpg,https://occ-0-1723-1722.1.nflxso.net/art/30944/ec8d3217c96e24fb416430839b44696d59b30944.jpg,TV-MA,SuperHD,"Alexander Petrov, Artyom Tkachenko, Valeria Shkirando, Marina Kaletskaya",,,6.8/10,,81041414,2019-02-01,"While investigating the mysterious death of a teacher, a grizzled detective gets caught up in the world of a high-stakes virtual reality game.",Russian
Special,TV,2019,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABfaxxZlVk0GLhctv0USkIoG_nf3BlVr2uep385a5hqBD6CG58hp8BkdLkCqyB2RJ5DUN0az_fAy01BCha2i9kjCy_6koHnVg2A.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABfaxxZlVk0GLhctv0USkIoG_nf3BlVr2uep385a5hqBD6CG58hp8BkdLkCqyB2RJ5DUN0az_fAy01BCha2i9kjCy_6koHnVg2A.jpg,TV-MA,SuperHD,"Ryan O'Connell, Jessica Hecht, Punam Patel, Marla Mindelle",,,7.6/10,,80987458,2019-04-12,A young gay man with cerebral palsy branches out from his insular existence in hopes of finally going after the life he wants.,English
Spectros,TV,2020,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdGF4jcg-27LQ5Ml8CCnqni_DdsgmmyEp-2KNU36WNt5V1cEjJLMHB6-BHGD6IUAlDVVbeWsPne0yJ1kltzg8DTAweG9U2-Yeovk0W0Exc1eik7sNve2RkoRdmuaJA.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdGF4jcg-27LQ5Ml8CCnqni_DdsgmmyEp-2KNU36WNt5V1cEjJLMHB6-BHGD6IUAlDVVbeWsPne0yJ1kltzg8DTAweG9U2-Yeovk0W0Exc1eik7sNve2RkoRdmuaJA.jpg,TV-MA,SuperHD,"Danilo Mesquita, Cláudia Okuno, Mariana Sena, Enzo Barone",,,4.4/10,,80209651,2020-02-20,A group of teens get caught up in a supernatural clash as vengeful spirits from centuries past rise up in the Liberdade district of São Paulo.,Portuguese
Spice Up,TV,2014,https://occ-0-116-114.1.nflxso.net/art/5c650/e5684231340f118f3c3b7e68dba98ce2e435c650.jpg,https://occ-0-116-114.1.nflxso.net/art/5c650/e5684231340f118f3c3b7e68dba98ce2e435c650.jpg,TV-14,SuperHD,"Jeanette Aw, Patrick Lee, Huang Qi Ming, Sora Ma",,,,,80159899,2017-07-01,A spoiled young woman steps in to save her family’s restaurant with her cooking and tasting skills while balancing her complicated love life.,Mandarin
Spinning Out,TV,2020,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABcmRR8fWOgL8n6u_nzvVN-GaF01pDalruxi6968OaxvAWkPzLIznkbqqcqwo5xxy-jhDiMQxdtW2tjWx6eYNDbTuCHWwJvbznXcet3G5GVX3zMoFaEksf6rxbcH43Q.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABcmRR8fWOgL8n6u_nzvVN-GaF01pDalruxi6968OaxvAWkPzLIznkbqqcqwo5xxy-jhDiMQxdtW2tjWx6eYNDbTuCHWwJvbznXcet3G5GVX3zMoFaEksf6rxbcH43Q.jpg,TV-MA,SuperHD,"Kaya Scodelario, January Jones, Will Kemp, Willow Shields",,,,45 minutes,80201590,2020-01-01,"A figure skating Olympic hopeful struggles to balance love, family and fragile mental health as her dream of winning takes a dizzying hold.",English
Spirit Rangers ,TV,2022–,https://www.whats-on-netflix.com/wp-content/uploads/covers/spiritrangers.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/spiritrangers.jpeg,TV-Y7,,"Jaylan Evans, Devery Jacobs, Cree Summer",N/A,"Animation, Action, Adventure",,25 mins,81098500,2022-10-10,"Native American siblings Kodi, Summer and Eddy have a secret: They're ""Spirit Rangers"" who help protect the national park they call home!",English
Spirit Riding Free,TV,2017,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABW9SxRVWTfa_dBoKvUFePTBpTl6CTfRlrI7x_LaK0oQSs-c9HKhBPYVk9ZwjYzw2iLKZetYU8YhgV9b3UXyC9xTlwxihCuMR1uSsPQ75UnPx5YW8RWkIDmg2o-FBpqeTdXM.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABW9SxRVWTfa_dBoKvUFePTBpTl6CTfRlrI7x_LaK0oQSs-c9HKhBPYVk9ZwjYzw2iLKZetYU8YhgV9b3UXyC9xTlwxihCuMR1uSsPQ75UnPx5YW8RWkIDmg2o-FBpqeTdXM.jpg,TV-Y7,SuperHD,"Amber Frank, Sydney Park, Bailey Gambertoglio, Darcy Rose Byrnes",,,6.4/10,,80115432,2017-05-05,"In a small Western town, spunky ex-city girl Lucky forms a tight bond with wild horse Spirit while having adventures with best pals Pru and Abigail.",English
Spirit Riding Free: Pony Tales,TV,2019,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABSYFYoGOj5q4VBTLQK910R7aBtm5GPFknoYhhgRpDO3_KOVWHogpdIaEzpDKF_80OmueZtO9Tgh0ILJ2nLgQHkzOqtFNE9sINQFv6wQn1VQmsN24m1Cv37StAmKRxRUYNzfRCafYv8zoAHH9qlS74_l1Sp8WbJs.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABSYFYoGOj5q4VBTLQK910R7aBtm5GPFknoYhhgRpDO3_KOVWHogpdIaEzpDKF_80OmueZtO9Tgh0ILJ2nLgQHkzOqtFNE9sINQFv6wQn1VQmsN24m1Cv37StAmKRxRUYNzfRCafYv8zoAHH9qlS74_l1Sp8WbJs.jpg,TV-Y7,SuperHD,"Amber Frank, Bailey Gambertoglio, Sydney Park, Darcy Rose Byrnes",,,7.3/10,,81094271,2019-08-09,"The fun continues for Lucky and her friends with more adventure than ever before. Wherever they go, it's quite a ride -- and you get to come along!",English
Spirit Riding Free: Riding Academy,TV,2020,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXmupv5F8akWHsUQRflPYPxm0XBUf_cfA8ahH2CUFWTFo1rSAJRf50mwxbzxnDi33UeHuFySX1qKQES2U-5PblrrGoZNSBQVqw_o8BXXKa58_v7-_2zP--VysFu1_g.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXmupv5F8akWHsUQRflPYPxm0XBUf_cfA8ahH2CUFWTFo1rSAJRf50mwxbzxnDi33UeHuFySX1qKQES2U-5PblrrGoZNSBQVqw_o8BXXKa58_v7-_2zP--VysFu1_g.jpg,TV-Y7,SuperHD,"Amber Frank, Bailey Gambertoglio, Sydney Park, Darcy Rose Byrnes",,,7.1/10,,81054417,2020-04-03,A new chapter begins for Lucky and her friends as they leave Miradero behind to live and learn at the prestigious Palomino Bluffs Riding Academy.,English
Spiritual House,TV,2017,https://occ-0-114-116.1.nflxso.net/art/f55ce/8f0869e04134a9aa418e6141bb6523d73daf55ce.jpg,https://occ-0-114-116.1.nflxso.net/art/f55ce/8f0869e04134a9aa418e6141bb6523d73daf55ce.jpg,TV-PG,SuperHD,"Hiroyuki Ehara, Miki Sumiyoshi, Sato Kondo, Kazuhiro Kiyohara",,,,,80204739,2018-05-01,"Psychic Hiroyuki Ehara leads various celebrities through spiritual consultations, probing into their issues and spotlighting their accomplishments.",English
Spotless,TV,2015,https://occ-0-116-114.1.nflxso.net/art/69255/cc7196946e0d04b5268e31ff2d966b051ed69255.jpg,https://occ-0-116-114.1.nflxso.net/art/69255/cc7196946e0d04b5268e31ff2d966b051ed69255.jpg,TV-MA,SuperHD,"Marc-André Grondin, Denis Ménochet, Miranda Raison, Doug Allen",,,7.9/10,,80080727,2016-10-15,The law-abiding owner of a crime scene cleaning service is forced into business with a powerful mob boss thanks to his irresponsible older brother.,English
SPRIGGAN ,TV,2022–,https://www.whats-on-netflix.com/wp-content/uploads/covers/spriggan.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/spriggan.jpeg,TV-MA,,"Mariya Ise, Chiaki Kobayashi, Kenji Hamada",N/A,"Animation, Action, Adventure",,N/A,81050064,2022-06-18,An ancient civilization's relics on Earth hold dangerous powers -- it's up to ARCAM Corporation's Spriggan agents to keep them out of the wrong hands.,Japanese
Spy Kids: Mission Critical,TV,2018,https://occ-0-1722-1723.1.nflxso.net/art/5ca87/3469e4832eac57956407d2cc1d3d045a6365ca87.jpg,https://occ-0-1722-1723.1.nflxso.net/art/5ca87/3469e4832eac57956407d2cc1d3d045a6365ca87.jpg,TV-Y7,SuperHD,"Ashley Bornancin, Carter Hastings, Caitlyn Bairstow, Nicholas Coombe",,,4.6/10,,80115341,2018-04-20,"In this animated spinoff series, Juni and Carmen Cortez must battle the evil organization S.W.A.M.P. -- without the help of their super-spy parents.",English
Spycraft ,TV,2021–,https://www.whats-on-netflix.com/wp-content/uploads/covers/spycraft.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/spycraft.jpeg,TV-MA,SuperHD,N/A,N/A,Documentary,,N/A,81014547,2021-01-20,"The spy game is a serious business, and throughout history, the tools and technologies developed for it have mattered as much as the spies themselves.",English
Squid Game ,TV,2021–,https://www.whats-on-netflix.com/wp-content/uploads/covers/squidgame.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/squidgame.jpeg,TV-MA,,"Lee Jung-jae, Park Hae-soo, Wi Ha-jun, Oh Young-soo, Jung Ho-yeon, Heo Sung-tae",N/A,"Action, Thriller, Drama",,60 mins,81040344,2021-09-17,"Hundreds of cash-strapped players accept a strange invitation to compete in children's games. Inside, a tempting prize awaits -- with deadly high stakes.",Korean
Stand Up and Away! with Brian Regan,TV,2018,https://occ-0-1722-1723.1.nflxso.net/art/133ad/fd7c57f685868a5551e75808b90aba1b408133ad.jpg,https://occ-0-1722-1723.1.nflxso.net/art/133ad/fd7c57f685868a5551e75808b90aba1b408133ad.jpg,TV-PG,SuperHD,Brian Regan,,,5.7/10,,80210736,2018-12-24,Brian Regan blends his trademark observational stand-up with short sketches and a bit of audience interaction in this hybrid comedy series.,English
Standing Up ,TV,2022,https://www.whats-on-netflix.com/wp-content/uploads/covers/standingup.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/standingup.jpeg,TV-MA,,"Mariama Gueye, Younes Boucif, Elsa Guedj, Jean Siuen","Farid Bentoumi, Bryan Marciano",Drama,,44 mins,81233911,2022-03-18,From juggling jobs to chasing viral fame: Making it in stand-up can be a messy business. But these four friends will risk it all to make the world laugh.,French
StarBeam,TV,2020,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWyL2xO7p1Ao-uE8ZPkqxe8bwThi5TLFSewF7zBjFs_3Hz0YgHkHzKkIP-vq6G3tJL-kGdMFXwkoGt9qDL0txYkGBBH_rszwVzVOhGauBAV8Uw0-hui45kBO2L-7Pw.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWyL2xO7p1Ao-uE8ZPkqxe8bwThi5TLFSewF7zBjFs_3Hz0YgHkHzKkIP-vq6G3tJL-kGdMFXwkoGt9qDL0txYkGBBH_rszwVzVOhGauBAV8Uw0-hui45kBO2L-7Pw.jpg,TV-Y,SuperHD,"Nahanni Mitchell, Dean Petriw, Terry Klassen, Sam Vincent",,,7.2/10,,80215155,2020-04-03,"When colorful villains come out to play, 8-year-old Zoey has the power to transform into StarBeam, a kid-sized superhero. She saves the day, every day!",English
Start-Up ,TV,2020–,https://www.whats-on-netflix.com/wp-content/uploads/covers/startup.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/startup.jpeg,TV-14,SuperHD,"Suzy Bae, Joo-Hyuk Nam, Sun-ho Kim, Han-na Kang",N/A,Drama,,N/A,81290293,2020-10-18,Young entrepreneurs aspiring to launch virtual dreams into reality compete for success and love in the cutthroat world of Korea's high-tech industry.,Korean
Stateless ,TV,2020,https://occ-0-1722-1723.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYbyf6oiDp3HCwep23QqcNh1pPshZCp4dtPqs5pAxTaYuZcrvG14F9Y4OgAJ6OSnWmILqjvkZDHKN0Fot5QuKjaVrWJnFtrlrC_jYFERjJC5d4fQ6R51j3EjYkEgIQ.jpg,https://occ-0-1722-1723.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYbyf6oiDp3HCwep23QqcNh1pPshZCp4dtPqs5pAxTaYuZcrvG14F9Y4OgAJ6OSnWmILqjvkZDHKN0Fot5QuKjaVrWJnFtrlrC_jYFERjJC5d4fQ6R51j3EjYkEgIQ.jpg,TV-MA,SuperHD,"Yvonne Strahovski, Jai Courtney, Asher Keddie, Fayssal Bazzi",,Drama,7.0/10,,81206211,2020-07-08,"Four strangers -- a woman on the run, a brave refugee, a driven bureaucrat and a struggling dad -- intersect at an Australian immigration detention center.",English
Stay Here,TV,2018,https://occ-0-114-116.1.nflxso.net/art/bcefa/c001e6d85002fddbf07b0a44325b6a34625bcefa.jpg,https://occ-0-114-116.1.nflxso.net/art/bcefa/c001e6d85002fddbf07b0a44325b6a34625bcefa.jpg,TV-PG,SuperHD,"Genevieve Gorder, Peter Lorimer",,,7.6/10,,80201870,2018-08-17,Designer Genevieve Gorder and real estate expert Peter Lorimer show property owners how to turn their short-term rentals into moneymaking showstoppers.,English
Stay Tuned!,TV,2019,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABVAGLwepa7fyjAy1WOLnXz83_s7MBmLDZ32AiPfDElgDmTIA6-61OLf3dgoPWfzmBRwFMFRTfLRRsW-8sp4uwLpaHtfyQ8zCUQ.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABVAGLwepa7fyjAy1WOLnXz83_s7MBmLDZ32AiPfDElgDmTIA6-61OLf3dgoPWfzmBRwFMFRTfLRRsW-8sp4uwLpaHtfyQ8zCUQ.jpg,TV-14,SuperHD,"Kyoko Yoshine, Hiroki Iijima, Kanako Miyashita, Yo Oizumi",,,7.8/10,,80220655,2019-03-21,"She's the most unlikely candidate to ever stumble into the role of a reporter, and she’s keeping everyone on their toes with her eccentric ways.",Japanese
Still Game,TV,2002,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSX_kBxSu8iHN9JCi4D5IuhJOSrG2D-99nYel9gD4KfuAPGfMoNicT9IcCJgu-pyyC1QOQQUtsMaiGH8jzTK3fLQOaxv32ceoQjKqHKrAYZw9T91Cf_kp-30cS1uf4uUEmw.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSX_kBxSu8iHN9JCi4D5IuhJOSrG2D-99nYel9gD4KfuAPGfMoNicT9IcCJgu-pyyC1QOQQUtsMaiGH8jzTK3fLQOaxv32ceoQjKqHKrAYZw9T91Cf_kp-30cS1uf4uUEmw.jpg,TV-14,SuperHD,"Ford Kiernan, Greg Hemphill, Paul Riley, Jane McCarry",,,9.0/10,,80073432,2015-11-01,"Scottish pensioners Jack and Victor make the most of their golden years, getting themselves into all kinds of scrapes in their Glasgow suburb.",English
Stolen Away ,TV,2020,https://www.whats-on-netflix.com/wp-content/uploads/covers/stolenaway.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/stolenaway.jpeg,TV-MA,SuperHD,"Daniel Grao, Carolina Lapausa, Melani Olivares, Fernando Solórzano",N/A,"Drama, Mystery, Thriller",,50 min,81104482,2020-10-23,"Searching for his kidnapped daughter, Antonio sets off a series of events affecting scores of people when he maneuvers to be sent to prison in Colombia.",Spanish
Stories by Rabindranath Tagore,TV,2015,https://occ-0-114-116.1.nflxso.net/art/1cd06/1ea1d9d1f4076b035b542571421bf11d2a71cd06.jpg,https://occ-0-114-116.1.nflxso.net/art/1cd06/1ea1d9d1f4076b035b542571421bf11d2a71cd06.jpg,TV-PG,SuperHD,,Anurag Basu,,8.9/10,,80102160,2018-06-01,The writings of Nobel Prize winner Rabindranath Tagore come to life in this collection of tales set in early-20th-century Bengal.,Hindi
Stories of a Generation - with Pope Francis ,TV,2021–,https://www.whats-on-netflix.com/wp-content/uploads/covers/storiesofagenerationwithpopefrancis.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/storiesofagenerationwithpopefrancis.jpeg,TV-14,,Pope Francis,N/A,Documentary,,N/A,81306329,2021-12-25,"In candid and heartwarming stories, inspiring women and men over 70 share poignant life lessons and pivotal choices from their remarkable journeys.",English
Story Time Book: Read-Along ,TV,,https://www.whats-on-netflix.com/wp-content/uploads/covers/storytimebookreadalong.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/storytimebookreadalong.jpeg,TV-Y,,,,"Kids, Music, Education",,28 mins,81615858,2022-09-02,"Kids can read along with illustrated books that come to life through animation, music and narration. Exciting adventures, fuzzy animal friends and more!",English
StoryBots Super Songs,TV,2016,https://occ-0-114-116.1.nflxso.net/art/b190b/1d21a489d7c9df6db1542910b49f8df7162b190b.jpg,https://occ-0-114-116.1.nflxso.net/art/b190b/1d21a489d7c9df6db1542910b49f8df7162b190b.jpg,TV-Y,SuperHD,"Judy Greer, Jeff Gill, Erin Fitzgerald, Fred Tatasciore",,,8.4/10,,80113144,2016-10-07,"Characters from the popular StoryBots apps for early childhood education give musical lessons on math, science, history, behaviors, emotions and more.",English
StoryBots: Answer Time ,TV,2022–,https://www.whats-on-netflix.com/wp-content/uploads/covers/storybotsanswertime.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/storybotsanswertime.jpeg,TV-Y,,"Fred Tatasciore, Erin Fitzgerald, Gregg Spiridellis",N/A,"Animation, Adventure, Comedy",,19 mins,81091578,2022-11-21,"Got a question? The StoryBots have an answer! Join curious friends Beep, Boop, Bing, Bang and Bo on fun adventures to find facts for real kids like you.",English
"StoryBots: Laugh, Learn, Sing ",TV,2021–,https://www.whats-on-netflix.com/wp-content/uploads/covers/storybotslaughlearnsing.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/storybotslaughlearnsing.jpeg,TV-Y,,N/A,N/A,"Animation, Family",,59 mins,81474560,2021-11-16,"Learn along with Beep, Boop, Bing, Bang and Bo as they make their way through a musical alphabet, from awesome A's to mighty M's and all the way to Z!",English
Stranger,TV,2017,https://occ-0-114-116.1.nflxso.net/art/c5b80/3fd73b15df30a2fcd120dab75b3fff5b60cc5b80.jpg,https://occ-0-114-116.1.nflxso.net/art/c5b80/3fd73b15df30a2fcd120dab75b3fff5b60cc5b80.jpg,TV-MA,SuperHD,"Cho Seung-woo, Bae Doona, Lee Jun-hyuk, Lee Gyoung-young",,,8.6/10,,80187302,2017-11-01,"With the help of a gutsy female detective, a prosecutor who has lost the ability to feel empathy tackles a murder case amid political corruption.",Korean
Stranger Things,TV,2016,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABTCRHQoanH5M86BeYHJDPlLPOhT0Z85D0m0CCPM4JVNtiHT4zSwJiEpyqtzctJRTc_bdlFZ5HrwYrlNP3MChri5YrJn48P4oVKsHps8uD3SPS_pWl4P__5OAORLp0fpaaCgxNpHyoHEQJaQTIlgGqw.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABTCRHQoanH5M86BeYHJDPlLPOhT0Z85D0m0CCPM4JVNtiHT4zSwJiEpyqtzctJRTc_bdlFZ5HrwYrlNP3MChri5YrJn48P4oVKsHps8uD3SPS_pWl4P__5OAORLp0fpaaCgxNpHyoHEQJaQTIlgGqw.jpg,TV-14,SuperHD,"Winona Ryder, David Harbour, Finn Wolfhard, Millie Bobby Brown",,,8.8/10,,80057281,2016-07-15,"When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces and one strange little girl.",English
